pl_name,hostname,disposition,disp_refname,discoverymethod,disc_facility,soltype,pl_refname,st_refname,sy_refname,rastr,decstr,rowupdate,pl_pubdate,releasedate,default_flag,sy_snum,sy_pnum,disc_year,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,ttv_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,flux__sum_values,flux__median,flux__mean,flux__length,flux__standard_deviation,flux__variance,flux__root_mean_square,flux__maximum,flux__absolute_maximum,flux__minimum
EPIC 204529573.01,EPIC 204529573,CANDIDATE,Kruse et al. 2019,Transit,K2,Published Candidate,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h33m34.73s,-21d57m55.66s,2019-09-05,2019-09,2019-09-05,1,1.0,0.0,2019.0,0.0,2.7518,0.00015,-0.00015,0.0,0.669,0.083,-0.124,0.0,0.0597,0.0074,-0.0111,0.0,0.0,5298.0,114.835,-111.925,0.0,0.647,0.054,-0.05,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,248.394703,-21.965461,60.5309,0.1955,-0.1942,11.11,0.018,-0.018,8.337,0.024,-0.024,10.629,0.000588,-0.000588,2476.048929036874,1.0000173344706895,1.0000197613234547,2476.0,0.0004111888227852,1.6907624798350525e-07,1.0000198458599046,1.0012660171621113,1.0012660171621113,0.9988418190050632
EPIC 204546592.01,EPIC 204546592,CANDIDATE,Kruse et al. 2019,Transit,K2,Published Candidate,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h58m47.23s,-21d53m41.52s,2019-09-05,2019-09,2019-09-05,1,1.0,0.0,2019.0,0.0,6.4099755,0.00041,-0.00041,0.0,133.0,21.0,-55.0,0.0,11.9,1.9,-4.9,0.0,0.0,5298.0,114.835,-111.925,0.0,8.12,0.46,-0.32,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,239.6968009,-21.8948659,509.051,12.063,-11.526,10.266,0.007,-0.007,7.52,0.02,-0.02,9.88772,0.000435,-0.000435,2441.993483685625,1.0,0.9999973315665952,2442.0,0.0002743284822234,7.525611615901567e-08,0.9999973691947528,1.0009898553972174,1.0009898553972174,0.9986428173997972
EPIC 204576757.01,EPIC 204576757,CANDIDATE,Vanderburg et al. 2016,Transit,K2,Published Candidate,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h28m37.80s,-21d46m03.26s,2015-12-05,2016-01,2015-12-05,1,1.0,0.0,2016.0,0.0,23.277669,0.00041,-0.00041,0.0,32.8,0.24523316,-0.27,0.0,2.92622,0.02187824,-0.02408783,0.0,0.0,4379.0,114.835,-111.925,0.0,0.68,0.052,-0.045,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,247.1574907,-21.7675731,423.406,4.957,-4.844,14.307,0.137,-0.137,11.193,0.023,-0.023,13.7131,0.000183,-0.000183,2436.027539366273,0.9999982483083356,1.0000113051585686,2436.0,0.0003260402507441,1.0630224510530448e-07,1.000011358309089,1.001616128465802,1.001616128465802,0.9984756984578546
EPIC 204579445.01,EPIC 204579445,CANDIDATE,Kruse et al. 2019,Transit,K2,Published Candidate,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h03m18.79s,-21d45m21.94s,2019-09-05,2019-09,2019-09-05,1,1.0,0.0,2019.0,0.0,24.6842,0.0025,-0.0023,0.0,2.49,0.53,-0.23,0.0,0.222,0.047,-0.021,0.0,0.0,5298.0,114.835,-111.925,0.0,1.17,0.244,-0.032,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,240.8283058,-21.7560956,273.868,4.311,-4.181,12.248,0.057,-0.057,10.249,0.021,-0.021,11.882,0.000235,-0.000235,2435.0248886412683,1.0000018408749387,1.000010221207913,2435.0,0.0002006283851833,4.02517489412727e-08,1.0000102413335816,1.000980740913916,1.000980740913916,0.9992460641724286
EPIC 204634789.01,EPIC 204634789,CANDIDATE,Osborn et al. 2016,Transit,K2,Published Candidate,<a refstr=OSBORN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.457.2273O/abstract target=ref>Osborn et al. 2016</a>,<a refstr=OSBORN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.457.2273O/abstract target=ref>Osborn et al. 2016</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h31m47.27s,-21d31m24.53s,2017-12-13,2016-04,2017-12-13,1,1.0,0.0,2016.0,0.0,2.2,10.0,-1.4,0.0,8.4,3.6,-1.1,0.0,0.75,0.32,-0.1,0.0,0.0,4800.0,200.0,-200.0,0.0,0.87,0.09,-0.09,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,247.9469488,-21.5234812,305.337,6.039,-5.812,12.766,0.057,-0.057,10.361,0.023,-0.023,12.3715,0.000141,-0.000141,2455.989738967043,1.0,0.999995822054985,2456.0,0.0001922136040665,3.694606958824796e-08,0.9999958405280968,1.0008385958306665,1.0008385958306665,0.9990973635770184
EPIC 204649811.01,EPIC 204649811,CANDIDATE,Barros et al. 2016,Transit,K2,Published Candidate,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h19m16.97s,-21d27m36.00s,2016-12-21,2016-10,2016-12-21,1,1.0,0.0,2016.0,0.0,2.64594828,0.00041,-0.00041,0.0,2.57,0.24523316,-0.27,0.0,0.22928004,0.02187824,-0.02408783,0.0,0.0,6634.0,149.96,-103.43,0.0,1.98054,0.096538,-0.093512,0.0,1.39,0.0,3.98751,0.081883,-0.101026,0.0,244.8207081,-21.4599992,528.025,13.187,-12.569,11.961,0.023,-0.023,10.298,0.023,-0.023,11.649,0.000444,-0.000444,2384.962905465163,1.0,0.9999844467359176,2385.0,0.000413342383962,1.7085192637944725e-07,0.9999845321632056,1.001949031399479,1.001949031399479,0.9979263402159492
EPIC 204658292.01,EPIC 204658292,CANDIDATE,Barros et al. 2016,Transit,K2,Published Candidate,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h14m49.62s,-21d25m25.32s,2016-12-21,2016-10,2016-12-21,1,1.0,0.0,2016.0,0.0,20.98296043,0.00041,-0.00041,0.0,2.57,0.24523316,-0.27,0.0,0.22928004,0.02187824,-0.02408783,0.0,0.0,4822.0,122.0,-122.0,0.0,0.739921,0.052,-0.045,0.0,0.781,0.0,4.59235,0.0748335,-0.0753969999999999,0.0,243.7067684,-21.4237002,366.941,6.357,-6.147,14.905,0.126,-0.126,12.073,0.024,-0.024,14.4924,0.000404,-0.000404,2443.0164346637093,1.0,1.0000067272467086,2443.0,0.0006626238368222,4.390703491250382e-07,1.0000069467803825,1.0031840791430957,1.0031840791430957,0.9967099055293436
EPIC 204676499.01,EPIC 204676499,CANDIDATE,Barros et al. 2016,Transit,K2,Published Candidate,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h23m15.33s,-21d20m46.00s,2016-12-21,2016-10,2016-12-21,1,1.0,0.0,2016.0,0.0,1.5271792,0.00041,-0.00041,0.0,2.57,0.24523316,-0.27,0.0,0.22928004,0.02187824,-0.02408783,0.0,0.0,5359.0,122.0,-122.0,0.0,0.899453,0.052,-0.045,0.0,0.93,0.0,4.49859,0.0748335,-0.0753969999999999,0.0,245.8138614,-21.3461111,559.822,12.672,-12.132,15.154,0.08,-0.08,12.421,0.023,-0.023,14.6666,0.00029,-0.00029,2442.798352742456,0.9999817337783624,0.9999174591659662,2443.0,0.0010472333726533,1.096697736798816e-06,0.9999180075599492,1.005206265110547,1.005206265110547,0.9947281965661898
EPIC 204750116.02,K2-365,CANDIDATE,Kruse et al. 2019,Transit,K2,Published Candidate,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h55m16.73s,-21d01m37.09s,2019-09-05,2019-09,2019-09-05,1,1.0,1.0,2019.0,0.0,7.8392,0.0015,-0.0011,0.0,1.46,0.11,-0.24,0.0,0.13,0.0098,-0.021,0.0,0.0,5298.0,114.835,-111.925,0.0,1.115,0.017,-0.016,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,238.8197061,-21.0269691,187.222,1.492,-1.47,11.372,0.036,-0.036,9.623,0.023,-0.023,11.5285,0.000501,-0.000501,2463.003883805406,1.0,1.0000015768596855,2463.0,0.0001522339397257,2.317517240443849e-08,1.0000015884472535,1.0007230953191733,1.0007230953191733,0.999268505536485
EPIC 204760247.01,HIP 78168,FALSE POSITIVE,Rizzuto et al. 2017,Transit,K2,Published Candidate,<a refstr=RIZZUTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..224R/abstract target=ref>Rizzuto et al. 2017</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h57m40.45s,-20d58m59.42s,2017-12-14,2017-12,2017-12-14,1,1.0,0.0,2017.0,0.0,9.2048,0.00041,-0.00041,0.0,2.57,0.24523316,-0.27,0.0,0.22928004,0.02187824,-0.02408783,0.0,0.0,11886.0,562.42,-473.01,0.0,3.61562,0.16293,-0.18902,0.0,3.165,0.0,3.82208,0.098545,-0.074533,0.0,239.4185534,-20.9831714,155.751,2.596,-2.513,5.84,0.03,-0.03,5.734,0.033,-0.033,5.80898,0.0010809,-0.0010809,2437.983817246115,1.0000036731698043,0.999993362283066,2438.0,0.0026510040897623,7.027822683936875e-06,0.9999968762115586,1.0121284666911623,1.0121284666911623,0.9869685364892242
EPIC 204763194.01,EPIC 204763194,CANDIDATE,Kruse et al. 2019,Transit,K2,Published Candidate,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h59m46.05s,-20d58m11.72s,2019-09-05,2019-09,2019-09-05,1,1.0,0.0,2016.0,0.0,2.320937,1.8e-05,-1.8e-05,0.0,15.7,3.9,-5.6,0.0,1.4,0.35,-0.5,0.0,0.0,5298.0,114.835,-111.925,0.0,1.157,0.011,-0.027,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,239.9418766,-20.9699236,170.111,4.6875,-4.574,10.015,0.004,-0.004,8.474,0.023,-0.023,13.12655,0.000424,-0.000424,2471.650479694673,0.9999837012124296,0.9998586082907251,2472.0,0.0022912417038973,5.249788545678638e-06,0.9998612335527424,1.006620925095576,1.006620925095576,0.9907686554267036
EPIC 204791347.01,EPIC 204791347,CANDIDATE,Zink et al. 2021,Transit,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h02m04.29s,-20d50m42.94s,2021-11-19,2021-12,2021-11-19,1,1.0,0.0,2021.0,0.0,1.94297,0.000142,-0.000252,0.0,2.571,0.161,-0.164,0.0,0.22936965,0.01436348,-0.01463113,0.0,0.0,3197.0,143.0,-143.0,0.0,0.436,0.014,-0.014,0.0,0.486,0.0,4.846,0.031,-0.031,0.0,240.5178856,-20.8452602,143.701,3.116,-2.988,13.423,0.092,-0.092,11.827,0.026,-0.026,16.7304,0.000794,-0.000794,2447.319621890161,1.0,1.0001306178545817,2447.0,0.0026351141887237,6.943826787613074e-06,1.000134089308516,1.012546284620268,1.012546284620268,0.988646026839445
EPIC 204873331.01,EPIC 204873331,FALSE POSITIVE,Crossfield et al. 2016,Transit,K2,Published Candidate,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h38m13.20s,-20d28m34.81s,2019-09-05,2019-09,2019-09-05,1,1.0,0.0,2016.0,0.0,1.3178719,4.7e-06,-4.6e-06,0.0,62.0,18.0,-28.0,0.0,5.5,1.6,-2.5,0.0,0.0,5298.0,114.835,-111.925,0.0,1.975,0.062,-0.103,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,249.5550047,-20.4763359,552.872,54.254,-45.46,12.734,0.057,-0.057,10.488,0.023,-0.023,12.3543,0.000604,-0.000604,2466.797541828712,0.99999124519224,0.9999179334530652,2467.0,0.0020705896256678,4.2873413979234384e-06,0.999920077297404,1.009089172355154,1.009089172355154,0.9896516481748568
EPIC 204880394.01,EPIC 204880394,CANDIDATE,Kruse et al. 2019,Transit,K2,Published Candidate,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h01m46.70s,-20d26m41.10s,2019-09-05,2019-09,2019-09-05,1,1.0,0.0,2019.0,0.0,0.2338108,1e-05,-9.8e-06,0.0,2.57,0.24523316,-0.27,0.0,0.22928004,0.02187824,-0.02408783,0.0,0.0,5298.0,114.835,-111.925,0.0,0.9,0.052,-0.045,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,240.4445692,-20.4447494,319.814,4.6875,-4.574,18.3374,0.0587,-0.0587,15.38,0.023,-0.023,18.2041,0.021038,-0.021038,2469.127142383778,1.0,1.000862238501734,2467.0,0.0410557309981397,0.0016855730477916,1.001703945038899,1.194373407725557,1.194373407725557,0.8130364977410346
EPIC 204882444.01,EPIC 204882444,FALSE POSITIVE,Rizzuto et al. 2017,Transit,K2,Published Candidate,<a refstr=RIZZUTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..224R/abstract target=ref>Rizzuto et al. 2017</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h55m05.11s,-20d26m08.17s,2017-12-14,2017-12,2017-12-14,1,1.0,0.0,2017.0,0.0,1.1488,0.00041,-0.00041,0.0,2.57,0.24523316,-0.27,0.0,0.22928004,0.02187824,-0.02408783,0.0,0.0,3429.0,150.72,-115.22,0.0,0.984957,0.174416,-0.105765,0.0,0.418,0.0,4.07241,0.185138,-0.162024,0.0,238.7713112,-20.4356029,144.086,1.396,-1.371,15.15,0.16,-0.16,9.744,0.019,-0.019,13.8428,0.001725,-0.001725,2476.696234608203,1.0,1.0002811932989513,2476.0,0.0339068687935899,0.0011496757513857,1.0008557045943034,1.1534722643097106,1.1534722643097106,0.8981788761925963
EPIC 204884005.01,EPIC 204884005,CANDIDATE,Kruse et al. 2019,Transit,K2,Published Candidate,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h37m19.44s,-20d25m43.22s,2019-09-05,2019-09,2019-09-05,1,1.0,0.0,2016.0,0.0,46.38363,0.00094,-0.00094,0.0,3.22,0.16,-0.22,0.0,0.287,0.014,-0.02,0.0,0.0,5298.0,114.835,-111.925,0.0,0.762,0.032,-0.022,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,249.3309961,-20.4286731,116.189,0.593,-0.586,11.912,0.023,-0.023,9.417,0.021,-0.021,11.573,0.000495,-0.000495,2448.02506939822,1.0,1.0000102407672464,2448.0,0.0001535982130106,2.3592411040064932e-08,1.000010252563331,1.000767810211685,1.000767810211685,0.9993693723654914
EPIC 204888276.01,EPIC 204888276,CANDIDATE,Kruse et al. 2019,Transit,K2,Published Candidate,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h59m59.30s,-20d24m32.83s,2019-09-05,2019-09,2019-09-05,1,1.0,0.0,2016.0,0.0,16.56127,0.00064,-0.00065,0.0,0.957,0.098,-0.289,0.0,0.0854,0.0087,-0.0258,0.0,0.0,5298.0,114.835,-111.925,0.0,0.258,0.005,-0.075,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,239.9970933,-20.4091199,81.38137,4.6875,-4.574,13.346,0.05,-0.05,9.251,0.027,-0.027,13.12655,0.000424,-0.000424,2463.090977000996,1.0,1.0000369374750289,2463.0,0.0009453878360427,8.937581605376276e-07,1.0000373843375034,1.004721314951476,1.004721314951476,0.995664305781868
EPIC 204914585.01,EPIC 204914585,CANDIDATE,Kruse et al. 2019,Transit,K2,Published Candidate,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h08m13.90s,-20d17m18.09s,2019-09-05,2019-09,2019-09-05,1,1.0,0.0,2016.0,0.0,18.3647,0.0021,-0.0021,0.0,2.61,0.79,-0.45,0.0,0.233,0.07,-0.04,0.0,0.0,5298.0,114.835,-111.925,0.0,1.22,0.36,-0.12,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,242.0579035,-20.2883588,337.993,5.301,-5.143,12.753,0.034,-0.034,10.546,0.023,-0.023,12.5085,0.000137,-0.000137,2434.016127971629,1.00000132133385,1.0000066261181713,2434.0,0.0001816011232853,3.297896797849903e-08,1.000006642607546,1.0009074436901333,1.0009074436901333,0.9991003102107288
EPIC 204990932.01,EPIC 204990932,CANDIDATE,Kruse et al. 2019,Transit,K2,Published Candidate,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h22m12.40s,-19d55m47.33s,2019-09-05,2019-09,2019-09-05,1,1.0,0.0,2019.0,0.0,21.9184,0.0021,-0.0022,0.0,3.18,1.0,-3.52,0.0,0.284,0.09,-0.314,0.0,0.0,5298.0,114.835,-111.925,0.0,0.72,0.15,-0.18,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,245.551683,-19.9298146,293.873,3.362,-3.288,15.329,1.133,-1.133,11.012,0.021,-0.021,14.3662,0.000295,-0.000295,2449.0442654333638,1.0,1.0000180749013323,2449.0,0.0005673728339397,3.2191193269280897e-07,1.0000182358543768,1.0028181509992475,1.0028181509992475,0.9971679487252736
EPIC 204991696.01,EPIC 204991696,CANDIDATE,Kruse et al. 2019,Transit,K2,Published Candidate,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m17.40s,-19d55m33.62s,2019-09-05,2019-09,2019-09-05,1,1.0,0.0,2019.0,0.0,49.8558,0.0034,-0.0035,0.0,3.29,0.16,-0.36,0.0,0.294,0.014,-0.032,0.0,0.0,5298.0,114.835,-111.925,0.0,1.359,0.037,-0.024,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,242.5725134,-19.9260062,166.757,1.732,-1.698,10.711,0.01,-0.01,8.849,0.019,-0.019,10.482,0.000337,-0.000337,2454.999365721892,1.0,0.9999997416382452,2455.0,0.0001733328124866,3.004426388452768e-08,0.9999997566603812,1.0008663787244536,1.0008663787244536,0.9991753406462786
EPIC 205029914.01,EPIC 205029914,CANDIDATE,Kruse et al. 2019,Transit,K2,Published Candidate,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h36m06.04s,-19d44m40.30s,2019-09-05,2019-09,2019-09-05,1,1.0,0.0,2016.0,0.0,4.9815,0.00011,-0.00011,0.0,2.39,0.68,-0.68,0.0,0.213,0.061,-0.061,0.0,0.0,5298.0,114.835,-111.925,0.0,0.92,0.26,-0.24,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,249.0251664,-19.7445289,211.632,1.973,-1.937,12.293,0.038,-0.038,9.712,0.036,-0.036,11.7728,0.000337,-0.000337,2447.969936808143,1.0,0.999987719284372,2448.0,0.0001662940267013,2.7653703316540718e-08,0.9999877331113934,1.0007062733369705,1.0007062733369705,0.9991647259510092
EPIC 205040048.01,EPIC 205040048,CANDIDATE,Kruse et al. 2019,Transit,K2,Published Candidate,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h08m40.41s,-19d41m48.84s,2019-09-05,2019-09,2019-09-05,1,1.0,0.0,2016.0,0.0,3.30524,0.00019,-0.00021,0.0,6.6,3.4,-24.7,0.0,0.59,0.3,-2.2,0.0,0.0,5298.0,114.835,-111.925,0.0,1.79,0.9,-6.63,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,242.1683542,-19.6968996,91.0366,0.5244,-0.5185,16.07,0.069,-0.069,11.453,0.024,-0.024,14.9533,0.000696,-0.000696,2455.0638097077635,1.0,1.0000259917343233,2455.0,0.0009044840647006,8.180914232974457e-07,1.0000264007693196,1.0043718446359085,1.0043718446359085,0.9959643919466185
